Handle,Title,Body HTML,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,SEO Title,SEO Description,Status
triphala-blend,Triphala Blend,"<h2>Morganics Triphala Blend</h2><p>Morganics Triphala Blend is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is convenience, clear guidance and traditional routine relevance, with Pakistan-focused usage around careful routine use, herbal pantry planning and guided daily use.</p><h3>Best Use Cases</h3><ul><li>Careful routine use</li><li>Herbal pantry planning</li><li>Guided daily use</li></ul><h3>Why Customers Choose It</h3><ul><li>Convenience</li><li>Clear guidance</li><li>Traditional routine relevance</li></ul><h3>How to Use</h3><p>Use according to the label or qualified professional guidance; start small and observe suitability.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Wellness blends should be used carefully and are not a substitute for medical care. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Wellness Blends,"Morganics, Wellness Blends",TRUE,Size,Premium Pack,TRI-150,1499,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_64-triphala-blend.jpg,Triphala Blend - تریپھلا | Morganics,Buy Triphala Blend Online in Pakistan | Morganics,"Shop Morganics Triphala Blend for careful routine use, herbal pantry planning and guided daily use. Freshness-led packing, practical usage guidance and saf",active
maca-root-whole,Maca Root Whole,"<h2>Morganics Maca Root Whole</h2><p>Morganics Maca Root Whole is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is heritage use, careful selection and clear precaution guidance, with Pakistan-focused usage around traditional pantry routines, guided wellness use and specialist ingredient needs.</p><h3>Best Use Cases</h3><ul><li>Traditional pantry routine</li><li>Guided wellness use</li><li>Specialist ingredient needs</li></ul><h3>Why Customers Choose It</h3><ul><li>Heritage use</li><li>Careful selection</li><li>Clear precaution guidance</li></ul><h3>How to Use</h3><p>Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Botanicals,"Morganics, Botanicals",TRUE,Size,Premium Pack,MAC-W-100,999,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_65-maca-root-whole.jpg,Maca Root Whole - مکا روٹ | Morganics,Buy Maca Root Whole Online in Pakistan | Morganics,"Shop Morganics Maca Root Whole for traditional pantry routines, guided wellness use and specialist ingredient needs. Freshness-led packing, practical usage",active
maca-root-powder,Maca Root Powder,"<h2>Morganics Maca Root Powder</h2><p>Morganics Maca Root Powder is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is heritage use, careful selection and clear precaution guidance, with Pakistan-focused usage around traditional pantry routines, guided wellness use and specialist ingredient needs.</p><h3>Best Use Cases</h3><ul><li>Traditional pantry routine</li><li>Guided wellness use</li><li>Specialist ingredient needs</li></ul><h3>Why Customers Choose It</h3><ul><li>Heritage use</li><li>Careful selection</li><li>Clear precaution guidance</li></ul><h3>How to Use</h3><p>Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Botanicals,"Morganics, Botanicals",TRUE,Size,Premium Pack,MAC-P-100,999,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_66-maca-root-powder.jpg,Maca Root Powder - مکا پاؤڈر | Morganics,Buy Maca Root Powder Online in Pakistan | Morganics,"Shop Morganics Maca Root Powder for traditional pantry routines, guided wellness use and specialist ingredient needs. Freshness-led packing, practical usag",active
salajeet,Salajeet,"<h2>Morganics Salajeet</h2><p>Morganics Salajeet is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is convenience, clear guidance and traditional routine relevance, with Pakistan-focused usage around careful routine use, herbal pantry planning and guided daily use.</p><h3>Best Use Cases</h3><ul><li>Careful routine use</li><li>Herbal pantry planning</li><li>Guided daily use</li></ul><h3>Why Customers Choose It</h3><ul><li>Convenience</li><li>Clear guidance</li><li>Traditional routine relevance</li></ul><h3>How to Use</h3><p>Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Wellness blends should be used carefully and are not a substitute for medical care. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Wellness Blends,"Morganics, Wellness Blends",TRUE,Size,Premium Pack,SHI-20,1499,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_67-salajeet.jpg,Salajeet - سلاجیت | Morganics,Buy Salajeet Online in Pakistan | Morganics,"Shop Morganics Salajeet for careful routine use, herbal pantry planning and guided daily use. Freshness-led packing, practical usage guidance and safe ecom",active
goji-berry,Goji Berry,"<h2>Morganics Goji Berry</h2><p>Morganics Goji Berry is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits",TRUE,Size,Premium Pack,GOJI-100,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_68-goji-berry.jpg,Goji Berry - گوجی بیری | Morganics,Buy Goji Berry Online in Pakistan | Morganics,"Shop Morganics Goji Berry for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance and sa",active
mixed-berries,Mixed Berries,"<h2>Morganics Mixed Berries</h2><p>Morganics Mixed Berries is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits",TRUE,Size,Premium Pack,MIXB-150,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_69-mixed-berries.jpg,Mixed Berries - مکس بیریز | Morganics,Buy Mixed Berries Online in Pakistan | Morganics,"Shop Morganics Mixed Berries for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance and",active
cranberry,Cranberry,"<h2>Morganics Cranberry</h2><p>Morganics Cranberry is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits",TRUE,Size,Premium Pack,CRAN-150,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_70-cranberry.jpg,Cranberry - کرین بیری | Morganics,Buy Cranberry Online in Pakistan | Morganics,"Shop Morganics Cranberry for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance and saf",active
shakar,Shakar,"<h2>Morganics Shakar</h2><p>Morganics Shakar is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, kitchen practicality and familiar Pakistani taste, with Pakistan-focused usage around tea, breakfast, desserts, cooking and family pantry restocking.</p><h3>Best Use Cases</h3><ul><li>Tea</li><li>Breakfast</li><li>Desserts</li><li>Cooking</li><li>Family pantry restocking</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Kitchen practicality</li><li>Familiar Pakistani taste</li></ul><h3>How to Use</h3><p>Use in tea, milk, breakfast bowls, desserts or cooking according to taste and dietary needs.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Natural sweeteners are still sweet foods; use according to your dietary needs. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Sweeteners",Natural Sweeteners,"Morganics, Natural Sweeteners",TRUE,Size,Premium Pack,SHAK-500,699,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_71-shakar.jpg,Shakar - شکر | Morganics,Buy Shakar Online in Pakistan | Morganics,"Shop Morganics Shakar for tea, breakfast, desserts, cooking and family pantry restocking. Freshness-led packing, practical usage guidance and safe ecommerc",active
honey,Honey,"<h2>Morganics Honey</h2><p>Morganics Honey is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, kitchen practicality and familiar Pakistani taste, with Pakistan-focused usage around tea, breakfast, desserts, cooking and family pantry restocking.</p><h3>Best Use Cases</h3><ul><li>Tea</li><li>Breakfast</li><li>Desserts</li><li>Cooking</li><li>Family pantry restocking</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Kitchen practicality</li><li>Familiar Pakistani taste</li></ul><h3>How to Use</h3><p>Use in tea, milk, breakfast bowls, desserts or cooking according to taste and dietary needs.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Natural sweeteners are still sweet foods; use according to your dietary needs. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Sweeteners",Natural Sweeteners,"Morganics, Natural Sweeteners",TRUE,Size,Premium Pack,HNY-500,699,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_72-honey.jpg,Honey - شہد | Morganics,Buy Honey Online in Pakistan | Morganics,"Shop Morganics Honey for tea, breakfast, desserts, cooking and family pantry restocking. Freshness-led packing, practical usage guidance and safe ecommerce",active
maghaz-badam-abdul-wahidi,Maghaz Badam Abdul Wahidi,"<h2>Morganics Maghaz Badam Abdul Wahidi</h2><p>Morganics Maghaz Badam Abdul Wahidi is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is naturally satisfying texture, family serving value and premium pantry appeal, with Pakistan-focused usage around clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting.</p><h3>Best Use Cases</h3><ul><li>Clean snacking</li><li>Tea-time serving</li><li>Breakfast bowls</li><li>Desserts</li><li>Premium gifting</li></ul><h3>Why Customers Choose It</h3><ul><li>Naturally satisfying texture</li><li>Family serving value</li><li>Premium pantry appeal</li></ul><h3>How to Use</h3><p>Snack directly, add to desserts, breakfast bowls, trail mixes, kheer, halwa or gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Contains tree nuts and may not suit customers with nut allergies. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Nuts,"Morganics, Nuts, Maghaz Badam Abdul Wahidi, مغز بادام عبد الوحیدی",TRUE,Size,200g,MAGHAZ-BADAM-ABDUL,1299,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_14-almond-with-shell.jpg,Maghaz Badam Abdul Wahidi - مغز بادام عبد الوحیدی | Morganics,Buy Maghaz Badam Abdul Wahidi Online in Pakistan | Morganics,"Shop Morganics Maghaz Badam Abdul Wahidi for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting. Freshness-led packing, practi",active
maghaz-badam-abdul-wahidi,,,,,,,,Size,500g,MAGHAZ-BADAM-ABDUL-500G,3248,shopify,0,deny,manual,TRUE,FALSE,,,,,
maghaz-badam-abdul-wahidi,,,,,,,,Size,1kg,MAGHAZ-BADAM-ABDUL-1KG,6495,shopify,0,deny,manual,TRUE,FALSE,,,,,
maghaz-chilgoza-full-roast,Maghaz Chilgoza Full Roast,"<h2>Morganics Maghaz Chilgoza Full Roast</h2><p>Morganics Maghaz Chilgoza Full Roast is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is naturally satisfying texture, family serving value and premium pantry appeal, with Pakistan-focused usage around clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting.</p><h3>Best Use Cases</h3><ul><li>Clean snacking</li><li>Tea-time serving</li><li>Breakfast bowls</li><li>Desserts</li><li>Premium gifting</li></ul><h3>Why Customers Choose It</h3><ul><li>Naturally satisfying texture</li><li>Family serving value</li><li>Premium pantry appeal</li></ul><h3>How to Use</h3><p>Snack directly, add to desserts, breakfast bowls, trail mixes, kheer, halwa or gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Contains tree nuts and may not suit customers with nut allergies. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Nuts,"Morganics, Nuts, Maghaz Chilgoza Full Roast, مغز چلغوزہ فل روسٹ",TRUE,Size,100g,MAGHAZ-CHILGOZA-FU,1299,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_51-maghaz-chilgoza.jpg,Maghaz Chilgoza Full Roast - مغز چلغوزہ فل روسٹ | Morganics,Buy Maghaz Chilgoza Full Roast Online in Pakistan | Morganics,"Shop Morganics Maghaz Chilgoza Full Roast for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting. Freshness-led packing, pract",active
maghaz-chilgoza-full-roast,,,,,,,,Size,200g,MAGHAZ-CHILGOZA-FU-200G,2598,shopify,0,deny,manual,TRUE,FALSE,,,,,
maghaz-chilgoza-full-roast,,,,,,,,Size,500g,MAGHAZ-CHILGOZA-FU-500G,6495,shopify,0,deny,manual,TRUE,FALSE,,,,,
dried-strawberry,Dried Strawberry,"<h2>Morganics Dried Strawberry</h2><p>Morganics Dried Strawberry is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits, Dried Strawberry, خشک اسٹرابیری",TRUE,Size,200g,DRIED-STRAWBERRY,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_56-mixed-dried-fruits.jpg,Dried Strawberry - خشک اسٹرابیری | Morganics,Buy Dried Strawberry Online in Pakistan | Morganics,"Shop Morganics Dried Strawberry for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance",active
dried-strawberry,,,,,,,,Size,500g,DRIED-STRAWBERRY-500G,2998,shopify,0,deny,manual,TRUE,FALSE,,,,,
dried-kiwi,Dried Kiwi,"<h2>Morganics Dried Kiwi</h2><p>Morganics Dried Kiwi is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits, Dried Kiwi, خشک کیوی",TRUE,Size,200g,DRIED-KIWI,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_56-mixed-dried-fruits.jpg,Dried Kiwi - خشک کیوی | Morganics,Buy Dried Kiwi Online in Pakistan | Morganics,"Shop Morganics Dried Kiwi for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance and sa",active
dried-kiwi,,,,,,,,Size,500g,DRIED-KIWI-500G,2998,shopify,0,deny,manual,TRUE,FALSE,,,,,
dried-pineapple,Dried Pineapple,"<h2>Morganics Dried Pineapple</h2><p>Morganics Dried Pineapple is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits, Dried Pineapple, خشک انناس",TRUE,Size,200g,DRIED-PINEAPPLE,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_56-mixed-dried-fruits.jpg,Dried Pineapple - خشک انناس | Morganics,Buy Dried Pineapple Online in Pakistan | Morganics,"Shop Morganics Dried Pineapple for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance a",active
dried-pineapple,,,,,,,,Size,500g,DRIED-PINEAPPLE-500G,2998,shopify,0,deny,manual,TRUE,FALSE,,,,,
dried-mango,Dried Mango,"<h2>Morganics Dried Mango</h2><p>Morganics Dried Mango is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits, Dried Mango, خشک آم",TRUE,Size,200g,DRIED-MANGO,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_56-mixed-dried-fruits.jpg,Dried Mango - خشک آم | Morganics,Buy Dried Mango Online in Pakistan | Morganics,"Shop Morganics Dried Mango for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance and s",active
dried-mango,,,,,,,,Size,500g,DRIED-MANGO-500G,2998,shopify,0,deny,manual,TRUE,FALSE,,,,,
zarishk-pakistani,Zarishk Pakistani,"<h2>Morganics Zarishk Pakistani</h2><p>Morganics Zarishk Pakistani is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is natural sweetness, familiar Pakistani dry-fruit routines and easy serving, with Pakistan-focused usage around tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays.</p><h3>Best Use Cases</h3><ul><li>Tea-time serving</li><li>Ramadan tables</li><li>Lunch boxes</li><li>Breakfast bowls</li><li>Gift trays</li></ul><h3>Why Customers Choose It</h3><ul><li>Natural sweetness</li><li>Familiar Pakistani dry-fruit routine</li><li>Easy serving</li></ul><h3>How to Use</h3><p>Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Dried Fruits",Dry Fruits,"Morganics, Dry Fruits, Zarishk, Zereshk, Zereshk Pakistani, Barberries, Zarishk Pakistani, زرشک پاکستانی",FALSE,Size,100g,ZARISHK-PAKISTANI,1199,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_01-zarishk.jpg,Zarishk Pakistani - زرشک پاکستانی | Morganics,Buy Zarishk Pakistani Online in Pakistan | Morganics,"Shop Morganics Zarishk Pakistani for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays. Freshness-led packing, practical usage guidance",draft
zarishk-pakistani,,,,,,,,Size,200g,ZARISHK-PAKISTANI-200G,2398,shopify,0,deny,manual,TRUE,FALSE,,,,,
zarishk-pakistani,,,,,,,,Size,500g,ZARISHK-PAKISTANI-500G,5995,shopify,0,deny,manual,TRUE,FALSE,,,,,
